Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Score_P01,Score_P02,Score_P03,Score_S01,Score_S02,Score_N01,Score_N02,Prob_P01,Prob_P02,Prob_P03,Prob_S01,Prob_S02,Prob_N01,Prob_N02,argmax_Persona_Code,argmax_Persona,argmax_RiskTier,softmax_Persona_Code,softmax_Persona,softmax_RiskTier
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,0.9333333333333332,0.6125,0.30000000000000004,0.3533333333333334,0.4304761904761905,0.5809523809523809,0.0,0.9247690535549881,0.03738279983492994,0.001642485595004443,0.0027997889364671106,0.006055534249740742,0.027268563286258016,8.177454261171783e-05,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,0.43333333333333335,0.9208333333333334,0.21666666666666667,0.19777777777777777,0.4285714285714286,0.6238095238095238,0.5,0.007052057280610926,0.9236372307222042,0.0008078755298370045,0.0006688227722009044,0.006724115142373767,0.04737436652786011,0.013735532024913358,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,0.33333333333333337,0.7416666666666667,0.21666666666666667,0.37777777777777777,0.4142857142857143,0.6452380952380953,0.5,0.010824838997218535,0.6423778833469497,0.003370889762090312,0.01688267325787224,0.02432165753665504,0.24491005473050062,0.05731200236871348,P02,Onboarding Failure (온보딩 실패),High,N02,Competent Malcontent (유능한 불만자),Neutral
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,0.4,0.5791666666666666,0.33333333333333337,0.31777777777777777,0.4161904761904762,0.9357142857142857,0.16666666666666669,0.004517873688698457,0.027104726627413124,0.002319553693404713,0.001985397682861987,0.00531188212822381,0.9583224590772421,0.00043810710215590805,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,0.33333333333333337,0.7416666666666667,0.43333333333333335,0.37777777777777777,0.21523809523809526,0.6238095238095238,0.5,0.01130157692893236,0.6706689187668964,0.030720871198848806,0.017626204938373576,0.003469428511359526,0.20637691305073522,0.05983608660485398,P02,Onboarding Failure (온보딩 실패),High,S01,Anchor (앵커),Stable
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,0.03333333333333334,0.45,0.65,0.5777777777777778,0.6533333333333333,0.16666666666666669,0.8333333333333334,0.00023523521223553167,0.015172693081322887,0.11211188034975175,0.05444957707694188,0.11591192526042679,0.0008924042723569196,0.7012262847469642,N02,Competent Malcontent (유능한 불만자),Neutral,N02,Competent Malcontent (유능한 불만자),Neutral
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,0.2,0.475,0.26666666666666666,0.2177777777777778,0.4323809523809524,0.37142857142857144,0.0,0.02802103018659998,0.4383226602247079,0.054577514359861426,0.03347279716811365,0.28622116900410915,0.1555925949997226,0.003792234056885184,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,0.23333333333333334,0.525,0.25,0.33555555555555555,0.37333333333333335,0.6666666666666667,0.16666666666666669,0.009596304172685028,0.17733572882676096,0.011336693859427508,0.026671624955669066,0.03891493236290375,0.7312178089808533,0.004926906841700391,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
42,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,0.5,0.95,0.15,0.18444444444444447,0.4714285714285715,0.39285714285714285,0.5,0.010731463005439505,0.9660155144073395,0.00032406210305768317,0.00045731828656211314,0.008064450770065252,0.003675728422096511,0.010731463005439505,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,0.6000000000000001,0.5625,0.18333333333333332,0.43000000000000005,0.4733333333333334,0.35,0.33333333333333337,0.43125486972588717,0.2963968483889994,0.006686112364089989,0.07878315936642803,0.12151437806140206,0.03539955538799907,0.029965076705194302,P01,Burnout (저성과자/번아웃),High,P02,Onboarding Failure (온보딩 실패),High
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,0.2666666666666667,0.7083333333333333,0.4,0.2177777777777778,0.8752380952380953,0.44047619047619047,0.6666666666666667,0.0017005500148297979,0.14083914218138,0.006451321994562804,0.0010429600246231316,0.7474489604389897,0.009670180497071506,0.092846884848543,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,0.7333333333333333,0.4666666666666667,0.2666666666666667,0.29111111111111115,0.4428571428571429,0.6023809523809525,0.0,0.7060858758177099,0.049061283511488966,0.006639722699979122,0.008478339737892259,0.03866655298804996,0.1906068743965229,0.0004613508483569273,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,0.7999999999999999,0.7124999999999999,0.6333333333333333,0.39555555555555555,0.7561904761904763,0.5857142857142857,0.6666666666666667,0.3774385804856563,0.15733980896583993,0.07128893942338196,0.0066125106667829555,0.24354765131348224,0.04428077951437499,0.09949172963048156,P01,Burnout (저성과자/번아웃),High,N02,Competent Malcontent (유능한 불만자),Neutral
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,0.23333333333333334,0.525,0.25,0.49000000000000005,0.32190476190476197,0.6238095238095238,0.33333333333333337,0.01130396324429526,0.20889256160344644,0.013354054685298732,0.1472041001927814,0.027408897296235663,0.5611090651014057,0.030727357876536774,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,0.4666666666666667,0.7708333333333333,0.3666666666666667,0.16444444444444445,0.38761904761904764,0.8119047619047619,0.33333333333333337,0.018298464183783503,0.3831719325905722,0.00673162877822593,0.0008910051332718014,0.008300709071592348,0.5777828374517958,0.004823422790758463,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,0.23333333333333334,0.65,0.2,0.29000000000000004,0.4161904761904762,0.6023809523809525,0.33333333333333337,0.008548017009774932,0.5513478926504534,0.006124921830821076,0.015064876790680646,0.05321129872992691,0.3424670736813131,0.02323591930703003,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,0.6333333333333334,0.7958333333333334,0.43333333333333335,0.43000000000000005,0.8095238095238096,0.2523809523809524,1.0,0.019488764962005994,0.09897211499417935,0.0026375175260648534,0.0025510494165133955,0.11349319800319768,0.00043184624614535133,0.7624255088518934,N02,Competent Malcontent (유능한 불만자),Neutral,N02,Competent Malcontent (유능한 불만자),Neutral
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0,0.9333333333333332,0.7875000000000001,0.06666666666666668,0.3433333333333334,0.48571428571428577,0.5380952380952382,0.16666666666666669,0.7895220364168598,0.1836615041176002,0.00013598116146284868,0.0021628520519656213,0.008982131985302021,0.015165859146592388,0.0003696351202172169,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,0.6666666666666667,0.5375000000000001,0.2666666666666667,0.40111111111111114,0.2933333333333334,0.8333333333333333,0.33333333333333337,0.14886568403724013,0.040910133013890786,0.0027265701117504906,0.010459272383658815,0.0035598240398991574,0.7881678829915818,0.005310633421978684,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,0.9333333333333332,0.5875,0.41666666666666663,0.3577777777777778,0.28285714285714286,0.6023809523809525,0.0,0.9272402238202001,0.02919155163327564,0.005288560049481865,0.002934852268383134,0.001387426744315343,0.03387539242358709,8.199306075673638e-05,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,0.33333333333333337,0.8041666666666667,0.30000000000000004,0.42444444444444446,0.45904761904761904,0.5380952380952382,0.5,0.007597045172740548,0.8422633326525659,0.005443520734112066,0.01889449273164604,0.02670637325937256,0.05887275536951653,0.040222480080046176,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,0.2,0.375,0.2833333333333333,0.37777777777777777,0.24190476190476193,0.4571428571428572,0.0,0.03365572891723331,0.19367534769003422,0.07744102082897832,0.19913063557373042,0.05117396521310779,0.44036849417136753,0.004554807605548428,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0,0.6666666666666667,0.8208333333333333,0.33333333333333337,0.19777777777777777,1.0,0.33333333333333337,0.8333333333333334,0.02558917089133654,0.11956210178576539,0.0009128679121392444,0.00023534102678853658,0.7173060397878724,0.0009128679121392444,0.1354816106839586,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,0.23333333333333334,0.7625,0.15,0.23777777777777778,0.4304761904761905,0.5809523809523809,0.5,0.003920592884526711,0.7789209426899493,0.0017038826439009058,0.004098771656566414,0.0281534937799034,0.12677747250780314,0.05642484383735006,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9,0.23333333333333334,0.675,0.2666666666666667,0.5933333333333335,0.4428571428571429,0.6023809523809525,0.5,0.005423087068885651,0.44913876339781456,0.00756852769566052,0.1984754119555558,0.044075466764101685,0.21727012904588716,0.07804861407209465,P02,Onboarding Failure (온보딩 실패),High,N01,Coaster (현상 유지자),Neutral
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,0.9333333333333332,0.625,0.2666666666666667,0.2977777777777778,0.4142857142857143,0.6452380952380953,0.0,0.9004505737500721,0.04124632187811312,0.0011459438365901675,0.0015641455805615097,0.00501492810375602,0.05049846271823335,7.962413267378293e-05,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,0.5666666666666667,0.7749999999999999,0.3666666666666667,0.37777777777777777,0.4876190476190476,0.661904761904762,0.33333333333333337,0.0802552490405913,0.6445455545029279,0.010861366860133318,0.01213778457879992,0.036406086711064975,0.2080114488755685,0.007782509430914051,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,0.2666666666666667,0.425,0.33333333333333337,0.2788888888888889,0.48571428571428577,0.7047619047619047,0.0,0.01021743065204638,0.0497708007918968,0.019900837493106203,0.011545749625885312,0.0913384044848313,0.8165168346079001,0.0007099423443338216,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7,0.30000000000000004,0.6000000000000001,0.4,0.4633333333333334,0.4428571428571429,0.9357142857142857,0.33333333333333337,0.001636421069763108,0.032868395818609175,0.004448253657644568,0.008379974872689587,0.006828349645634366,0.9435547953580252,0.002283809577634065,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,18711,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0,0.3666666666666667,0.6541666666666667,0.33333333333333337,0.39555555555555555,0.4285714285714286,0.7904761904761906,0.16666666666666669,0.010864231727235961,0.19257311511909708,0.0077845621978937275,0.01450313436694677,0.02017660004801502,0.7526280426628578,0.0014703138779536729,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,0.43333333333333335,0.5958333333333334,0.2666666666666667,0.4077777777777778,0.4142857142857143,0.6452380952380953,0.16666666666666669,0.061496694930907585,0.31230598626077705,0.011615225327592805,0.047628335933996714,0.0508310425580099,0.5118497123861208,0.004273002602595224,N01,Coaster (현상 유지자),Neutral,S02,Rising Star (라이징 스타),Stable
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,0.4,0.7208333333333334,0.1,0.16888888888888887,0.4,0.5,0.16666666666666669,0.03366775057592025,0.8328668257300316,0.0016762185997155326,0.003338191895881605,0.03366775057592025,0.09151843459561554,0.0032648280269149447,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,0.33333333333333337,0.7041666666666666,0.2666666666666667,0.2777777777777778,0.4,0.6666666666666667,0.33333333333333337,0.013540539142433484,0.5522613633345814,0.006951944596656248,0.007768930651600317,0.02637336902195098,0.37956331411034405,0.013540539142433484,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,0.6333333333333334,0.625,0.30000000000000004,0.2977777777777778,0.37333333333333335,0.6666666666666667,0.33333333333333337,0.2848774410497278,0.2620998984916961,0.010162715936790273,0.00993936863274465,0.02115886689930624,0.39757849635573006,0.014183212634004926,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0,0.2666666666666667,0.5875,0.2833333333333333,0.32666666666666666,0.4142857142857143,0.8119047619047619,0.16666666666666669,0.0037481479149728356,0.09272101648937478,0.0044279135683138165,0.006829570782516488,0.016402804147681995,0.874491680536752,0.0013788665603881136,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,0.2666666666666667,0.6125,0.3666666666666667,0.29333333333333333,0.4161904761904762,0.769047619047619,0.33333333333333337,0.005123338726562965,0.16273769230237642,0.013926678561456601,0.0066890575396412666,0.022852131992105923,0.7786921996362764,0.009978901241580395,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,0.30000000000000004,0.5541666666666667,0.04999999999999999,0.23,0.48571428571428577,0.37142857142857144,0.0,0.0439031377813592,0.5576059108169333,0.0036037890043677102,0.021801653012552352,0.2812175728468965,0.08968212801560661,0.0021858085222842796,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10,0.43333333333333335,0.4583333333333333,0.21666666666666667,0.5244444444444445,0.32000000000000006,0.6666666666666667,0.16666666666666669,0.06414627851411017,0.08236545199804823,0.007348523513009447,0.1595372102690523,0.020652424955977276,0.6614930059355432,0.0044571048142594185,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,0.7,0.4541666666666667,0.15,0.39,0.4428571428571429,0.4357142857142857,0.0,0.7792961126985631,0.06669018290845628,0.0031848050954825656,0.035106668305470434,0.05955870835989041,0.055452896561140747,0.0007106260709965601,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,0.6000000000000001,0.4875,0.2,0.19777777777777777,0.4142857142857143,0.4785714285714286,0.0,0.5505395156369453,0.1787340121298049,0.010083482962384906,0.009861876971521216,0.08594915305044135,0.16346730822617647,0.0013646510227259196,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,0.13333333333333336,0.5541666666666667,0.2666666666666667,0.19777777777777777,0.9571428571428572,0.23095238095238096,0.5,0.00025653868466004855,0.01725078284865478,0.0009732225717390778,0.0004886878367971095,0.9703137082128512,0.0006809371061994294,0.010036122739098425,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0,0.7000000000000001,0.4875,0.33333333333333337,0.19777777777777777,0.4161904761904762,0.9357142857142857,0.0,0.0849490061816956,0.010145711959587814,0.0021714268423732148,0.0005598025912453715,0.004972664987037761,0.8971239239713312,7.746346672886736e-05,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,0.43333333333333335,0.6000000000000001,0.33333333333333337,0.33777777777777784,0.8752380952380953,0.27380952380952384,0.8333333333333334,0.00690297092156215,0.036547710862894746,0.002539461085047,0.0026548717056095374,0.5730652051565713,0.0014003382184332171,0.37688944204988206,S02,Rising Star (라이징 스타),Stable,N02,Competent Malcontent (유능한 불만자),Neutral
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11,0.9,0.6333333333333333,0.43333333333333335,0.6555555555555556,0.4447619047619048,0.8928571428571428,0.5,0.4704594210376517,0.03268914423397711,0.004423994593667781,0.040823800805235184,0.004959618172678675,0.43802725628926087,0.008616764867528581,P01,Burnout (저성과자/번아웃),High,N01,Coaster (현상 유지자),Neutral
55,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0,0.8666666666666667,0.22083333333333338,0.7833333333333334,0.8477777777777779,0.05714285714285714,0.7476190476190476,0.0,0.38931747815926776,0.0006102185035893652,0.16919667854851145,0.3223075652028737,0.00011873716272810313,0.11838226939548117,6.705302754834412e-05,P01,Burnout (저성과자/번아웃),High,N01,Coaster (현상 유지자),Neutral
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,0.16666666666666669,0.6416666666666666,0.4,0.2177777777777778,0.8752380952380953,0.44047619047619047,0.6666666666666667,0.0006723996802485085,0.0777188359578336,0.0069339593189314125,0.0011209861154199898,0.8033672306280162,0.01039362757430647,0.09979296072524367,S02,Rising Star (라이징 스타),Stable,N02,Competent Malcontent (유능한 불만자),Neutral
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,0.4666666666666667,0.5958333333333334,0.33333333333333337,0.5255555555555556,0.4428571428571429,0.769047619047619,0.16666666666666669,0.03557219283651906,0.12944174044887558,0.009376728228207183,0.06410056135851834,0.028035427953944522,0.7317023139771887,0.0017710351967466158,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2,0.9333333333333332,0.6625000000000001,0.21666666666666667,0.27,0.4142857142857143,0.6452380952380953,0.0,0.8845842559083008,0.05895558913645394,0.0006828029966058962,0.0011639093100713656,0.004926562961273575,0.04960865856532854,7.822112196591451e-05,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,0.6333333333333334,0.5708333333333333,0.4833333333333333,0.7111111111111112,0.6923809523809524,0.1880952380952381,1.0,0.022285213123018063,0.01192841501107678,0.004972503173080903,0.04850666191823686,0.04022141480373796,0.0002596404258898086,0.8718261515449597,N02,Competent Malcontent (유능한 불만자),Neutral,N02,Competent Malcontent (유능한 불만자),Neutral
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4,0.23333333333333334,0.3875,0.23333333333333334,0.40666666666666673,0.280952380952381,0.6452380952380953,0.0,0.013238124308751514,0.06185342904530877,0.013238124308751514,0.0749209985184681,0.021312448702928144,0.8141531481507387,0.0012837269650532515,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,0.43333333333333335,0.5958333333333334,0.43333333333333335,0.3711111111111111,0.2952380952380953,0.6238095238095238,0.16666666666666669,0.0682416854548174,0.3465598745430001,0.0682416854548174,0.0366287473777271,0.017151801654822097,0.4584345376921544,0.004741667822661571,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,0.7333333333333333,0.6166666666666667,0.2666666666666667,0.29000000000000004,0.4,0.6666666666666667,0.16666666666666669,0.5304386610955949,0.16518030915411105,0.004988013129343802,0.0062988746681156,0.018922865267049734,0.27233628920320613,0.0018349874825788132,P01,Burnout (저성과자/번아웃),High,N01,Coaster (현상 유지자),Neutral
