Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime_bin,is_married,AgeFactor,Norm_JobSatisfaction,Norm_WorkLifeBalance,Norm_PerformanceRating,Norm_YearsAtCompany,Norm_RelationshipSatisfaction,Norm_EnvironmentSatisfaction,Norm_YearsSinceLastPromotion,Norm_TrainingTimesLastYear,Norm_JobInvolvement,Norm_MonthlyIncome,Norm_PercentSalaryHike,Norm_JobLevel,Norm_TotalWorkingYears,Norm_NumCompaniesWorked,Score_P01,Score_P02,Score_P03,Score_P04,Score_S01,Score_S02,Score_S03,Score_N01,Score_N02,Score_N03,Prob_P01,Prob_P02,Prob_P03,Prob_P04,Prob_S01,Prob_S02,Prob_S03,Prob_N01,Prob_N02,Prob_N03,argmax_Persona_Code,argmax_Persona,argmax_RiskTier,softmax_Persona_Code,softmax_Persona,softmax_RiskTier
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,0,0,1,0.6666666666666666,0.3333333333333333,0.0,0.075,1.0,1.0,0.0,0.5,0.6666666666666666,0.15924170616113745,0.0,0.25,0.125,0.2222222222222222,0.33333333333333337,0.4625,0.21666666666666667,0.7863033175355452,0.23555555555555557,0.4,0.5833333333333334,0.6666666666666667,0.0,0.5,0.006870532047856857,0.02500080976653658,0.0021395058297111877,0.6371094044542082,0.0025843234973585557,0.013381969149767893,0.08370021517983584,0.19259217719134394,0.0002450993145673298,0.036375963568813584,P04,저평가된 전문가,High,P04,저평가된 전문가,High
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.175,1.0,1.0,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.12016850974196945,0.21428571428571427,0.0,0.2,0.0,0.43333333333333335,0.4125,0.30000000000000004,0.6662183103889265,0.35000000000000003,0.4161904761904762,0.4,0.6238095238095238,0.0,0.5,0.04345197145891418,0.03528023493939245,0.011453815322056022,0.4460834286524897,0.0188841489521448,0.036606567064396196,0.031134698056470674,0.29190199970616054,0.0005702518865120908,0.08463288396146335,P04,저평가된 전문가,High,N01,현상 유지자,Neutral
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,0,0,1,1.0,0.6666666666666666,0.0,0.025,0.0,0.3333333333333333,0.0,0.5,0.0,0.17182727751448132,0.5714285714285714,0.25,0.4,0.4444444444444444,0.16666666666666669,0.9208333333333334,0.35,0.552697660422779,0.28111111111111114,0.5142857142857143,0.45,0.8857142857142858,0.43333333333333335,0.5,0.0002975002952904851,0.5607788411473311,0.0018607753801547341,0.014125333341287601,0.0009343579995973744,0.009620059164037874,0.005058111902718585,0.3947040047978856,0.004281599288102977,0.008339416683593628,P02,온보딩에 실패한 직원,High,N01,현상 유지자,Neutral
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,1,1,1,1.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.21311216429699842,0.2857142857142857,0.25,0.25,0.1111111111111111,0.6333333333333334,0.6083333333333334,0.3666666666666667,0.6504694199954865,0.37777777777777777,0.4304761904761905,0.5833333333333334,0.7761904761904762,0.23333333333333336,0.8,0.07498249636388124,0.058396426884839474,0.005210042628663636,0.08899814894144775,0.005822321986489595,0.009861943669504231,0.04547918298648501,0.31288200325433807,0.0013733523263766729,0.3969940809579742,N03,신규 부모,Neutral,P01,번아웃에 직면한 직원,High
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,0,1,1,0.6666666666666666,1.0,0.0,0.175,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.09662980516061084,0.14285714285714285,0.0,0.175,0.1111111111111111,0.2,0.47916666666666663,0.3666666666666667,0.7042052207928986,0.31777777777777777,0.2952380952380953,0.6666666666666667,0.4714285714285714,0.06666666666666668,1.0,0.00030433181762453673,0.0049630972885108095,0.0016112817804545697,0.04710671408498012,0.0009882111497825584,0.0007887895568176128,0.032363459694979835,0.004593531171897368,8.022099616338528e-05,0.9072003624587893,N03,신규 부모,Neutral,N03,신규 부모,Neutral
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,1,0,1,0.6666666666666666,0.6666666666666666,0.0,0.075,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.08920484465508162,0.21428571428571427,0.0,0.075,0.1111111111111111,0.6666666666666666,0.5291666666666667,0.33333333333333337,0.6786037764236816,0.23777777777777778,0.4428571428571429,0.4,0.7904761904761904,0.06666666666666668,0.3,0.16441298768067758,0.0415701133502333,0.005865267828722391,0.1852585797535075,0.0022557727362949825,0.017536531894790226,0.011423981809905438,0.5670665778506021,0.00040753905108569915,0.004202648044180735,N01,현상 유지자,Neutral,P04,저평가된 전문가,High
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,0,0,0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.047130068457082674,0.07142857142857142,0.0,0.0,0.1111111111111111,0.2666666666666667,0.5666666666666667,0.3666666666666667,0.7525765440457384,0.17777777777777778,0.4142857142857143,0.5333333333333333,0.6523809523809524,0.06666666666666668,0.2,0.004548147334952264,0.09135198122828118,0.012363146253755166,0.5862924606597074,0.0018697992684363846,0.019903795597822467,0.06545655483301253,0.21526349331460784,0.0006155248077776092,0.00233509670164695,P04,저평가된 전문가,High,N01,현상 유지자,Neutral
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,1,0,1,0.0,0.6666666666666666,0.0,0.125,0.0,0.0,0.0,0.5,0.6666666666666666,0.37993680884676145,0.42857142857142855,0.25,0.15,0.0,0.8666666666666666,0.9375,0.21666666666666667,0.526596705032724,0.31,0.48571428571428577,0.31666666666666665,0.580952380952381,0.5,0.3,0.3142697612359551,0.6381574646141551,0.0004724854762098393,0.010480874425496698,0.0012015171652778067,0.006963818227133774,0.0012843486841920247,0.018049335544389648,0.008033216937634025,0.0010871776895558561,P02,온보딩에 실패한 직원,High,P01,번아웃에 직면한 직원,High
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,1,1,1,1.0,0.6666666666666666,0.0,0.025,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.19784096893101633,0.0,0.0,0.15,0.3333333333333333,0.5666666666666667,0.9208333333333334,0.16666666666666669,0.7208636124275936,0.20333333333333337,0.4,0.6666666666666667,0.6666666666666667,0.43333333333333335,0.8,0.017716600710787136,0.6116552213549309,0.0003244908609546689,0.08280360101019182,0.00046821333634700335,0.0033462336394823006,0.04815871377419732,0.04815871377419732,0.0046700452445025435,0.18269816629440885,P02,온보딩에 실패한 직원,High,P02,온보딩에 실패한 직원,High
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,0,1,1,0.6666666666666666,0.3333333333333333,0.0,0.05,0.6666666666666666,0.6666666666666666,0.13333333333333333,0.8333333333333334,0.6666666666666666,0.08430753027909425,0.07142857142857142,0.0,0.05,0.1111111111111111,0.33333333333333337,0.6416666666666666,0.18333333333333335,0.7377055593169337,0.2177777777777778,0.36095238095238097,0.5333333333333333,0.6523809523809524,0.16666666666666669,1.0,0.0011118828264060027,0.024273571154750886,0.0002480945931222602,0.0634198610510629,0.00035011250362650755,0.0014655715377265227,0.008215764579751523,0.027018748362169775,0.00021000753912216603,0.8736863858522615,N03,신규 부모,Neutral,N03,신규 부모,Neutral
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,0,0,1,1.0,0.6666666666666666,0.0,0.15,0.6666666666666666,0.6666666666666666,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.2486571879936809,0.14285714285714285,0.25,0.225,0.7777777777777778,0.16666666666666669,0.5916666666666667,0.3666666666666667,0.6933942676596707,0.19444444444444448,0.40190476190476193,0.5833333333333334,0.8047619047619048,0.16666666666666669,0.5,0.0010328083432702662,0.07240545478006152,0.0076314787878676215,0.20024821033393753,0.0013635061266199955,0.010855399339677763,0.06661623425909166,0.6098628036197143,0.0010328083432702662,0.02895129606648907,N01,현상 유지자,Neutral,N01,현상 유지자,Neutral
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,0,1,0,0.6666666666666666,0.6666666666666666,0.0,0.1,0.6666666666666666,1.0,0.13333333333333333,0.0,0.3333333333333333,0.08056872037914692,0.14285714285714285,0.0,0.1,0.1111111111111111,0.2666666666666667,0.55,0.5,0.7106296547054842,0.2577777777777778,0.37523809523809526,0.4,0.8047619047619048,0.1,0.7,0.0024134545307297095,0.04103365032506737,0.02488816700208061,0.2045247544418235,0.0022081835345570838,0.007147577028194299,0.00915584496850695,0.5242724633116996,0.00045584267941261864,0.1839000621779282,N01,현상 유지자,Neutral,N01,현상 유지자,Neutral
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,0,1,1,0.6666666666666666,0.3333333333333333,1.0,0.15,0.0,0.3333333333333333,0.06666666666666667,0.5,0.6666666666666666,0.24776197998946814,0.6428571428571429,0.25,0.15,0.1111111111111111,0.23333333333333336,0.8583333333333334,0.25,0.4937523508613556,0.2977777777777778,0.901904761904762,0.5833333333333334,0.2380952380952381,0.9333333333333333,1.0,0.00021723786674595252,0.11253200097799575,0.0002566362159490505,0.002937115007526175,0.00041382259097172045,0.17398201295467453,0.0071939301398343935,0.00022783278503903762,0.23823024793987443,0.46400916352138893,N03,신규 부모,Neutral,N03,신규 부모,Neutral
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,0,0,1,0.6666666666666666,0.0,0.0,0.125,0.3333333333333333,0.6666666666666666,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.17451290152711954,0.42857142857142855,0.0,0.15,0.1111111111111111,0.4,0.7041666666666666,0.30000000000000004,0.5587662679605808,0.2877777777777778,0.45904761904761904,0.5333333333333333,0.580952380952381,0.2666666666666667,0.5,0.023688945427753502,0.4960492262858372,0.008714676005902757,0.11589344383112835,0.007712067265492627,0.04275493777210727,0.08986799172817028,0.14468114357225215,0.006244338219735459,0.0643932298916203,P02,온보딩에 실패한 직원,High,P04,저평가된 전문가,High
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,0,1,1,0.0,0.0,0.0,0.275,0.0,1.0,0.2,0.5,0.3333333333333333,0.33317535545023697,0.14285714285714285,0.5,0.275,0.1111111111111111,0.6,0.6625,0.38333333333333336,0.709587000677048,0.3977777777777778,0.34857142857142864,0.23333333333333334,0.8047619047619048,0.3,1.0,0.014574965371652976,0.0272296201353053,0.0016696911842100188,0.04360515438170017,0.0019291570274057837,0.0011794162846671778,0.00037255846133120327,0.1129476462669185,0.0007256447974177369,0.7957661460893911,N03,신규 부모,Neutral,N03,신규 부모,Neutral
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,0,0,1,0.6666666666666666,0.3333333333333333,0.0,0.45,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.5,0.6666666666666666,0.6577145866245392,0.42857142857142855,0.5,0.5,1.0,0.33333333333333337,0.5083333333333333,0.2833333333333333,0.46548559392161293,0.38,0.4323809523809524,0.6333333333333333,0.580952380952381,0.23333333333333336,0.5,0.018853264611756262,0.10849304698625663,0.011435083022705366,0.07068325462617336,0.03006473092024381,0.050762722610036004,0.3786779424820575,0.22427580438531874,0.006935728449630223,0.09981842190582216,S03,내재 동기 전문가,Stable,N03,신규 부모,Neutral
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,1,0,1,0.0,0.3333333333333333,0.0,0.525,0.3333333333333333,0.6666666666666666,0.8666666666666667,0.3333333333333333,0.6666666666666666,0.6713533438651922,0.07142857142857142,0.75,0.55,0.0,0.9333333333333332,0.5041666666666667,0.7,0.6528872338824946,0.6300000000000001,0.0676190476190476,0.4166666666666667,0.6523809523809524,0.2666666666666667,0.3,0.7760913250743758,0.010618561275752536,0.07525910303495598,0.04698409807833614,0.037372564543682665,0.00013494706926672854,0.004426474899490196,0.04674682741664526,0.0009876800532162533,0.0013784185542782916,P01,번아웃에 직면한 직원,High,P01,번아웃에 직면한 직원,High
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,0,0,1,0.0,1.0,0.0,0.15,1.0,0.3333333333333333,0.06666666666666667,0.5,0.6666666666666666,0.2183254344391785,0.14285714285714285,0.25,0.225,0.7777777777777778,0.4,0.5583333333333333,0.25,0.7055269690814716,0.19444444444444448,0.40190476190476193,0.31666666666666665,0.6380952380952382,0.13333333333333336,0.5,0.023526079846638553,0.11459944024447988,0.005249377963845208,0.4993859667953845,0.0030118485634998858,0.023978490649303852,0.010224392154543587,0.2544392152188229,0.0016346732214876434,0.06395051534199411,P04,저평가된 전문가,High,P04,저평가된 전문가,High
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,0,1,1,0.6666666666666666,0.6666666666666666,0.0,0.2,0.3333333333333333,1.0,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.06577145866245393,0.07142857142857142,0.0,0.25,0.6666666666666666,0.2666666666666667,0.6000000000000001,0.3666666666666667,0.7451199879635899,0.2466666666666667,0.38761904761904764,0.4,0.819047619047619,0.2,1.0,0.0005152153885404748,0.014442324511454123,0.001400500628412038,0.06164320332545952,0.00042182268305710787,0.0017269443479463983,0.0019545560783527176,0.12910671213258373,0.0002645204004657078,0.7885242005037281,N03,신규 부모,Neutral,P02,온보딩에 실패한 직원,High
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,0,0,0,0.3333333333333333,0.6666666666666666,1.0,0.1,1.0,1.0,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.13628225381779885,0.7857142857142857,0.0,0.15,0.8888888888888888,0.2666666666666667,0.45,0.30000000000000004,0.43120138418716625,0.12222222222222223,0.9304761904761906,0.4,0.20952380952380956,0.5,0.2,0.0012612056270644935,0.00788846403618774,0.0017601542437197008,0.00653658779584442,0.0002974895043571235,0.963105874814486,0.004784595295988333,0.0007122256731814792,0.01300587844961571,0.0006475245595551463,S02,라이징 스타,Stable,S02,라이징 스타,Stable
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,1,1,1,1.0,0.3333333333333333,0.0,0.025,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.07930489731437598,0.0,0.0,0.025,0.1111111111111111,0.6333333333333334,0.5541666666666667,0.16666666666666669,0.7682780410742497,0.19777777777777777,0.4,0.6666666666666667,0.6666666666666667,0.06666666666666668,0.8,0.07398218603394889,0.03352051596636053,0.0006956961140665935,0.2852230233633712,0.0009495840611779029,0.007174198166622525,0.10325045806400962,0.10325045806400962,0.0002559322976679622,0.391697947868765,N03,신규 부모,Neutral,N01,현상 유지자,Neutral
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,0,1,0,1.0,0.6666666666666666,1.0,0.2,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.17962085308056872,0.7857142857142857,0.0,0.2,0.1111111111111111,0.06666666666666668,0.8,0.2,0.41386594448205827,0.33777777777777784,0.9571428571428572,0.8,0.042857142857142864,0.8999999999999999,0.7,6.577198546422889e-05,0.1006623703547428,0.00024951706962521384,0.002117913686570354,0.000989604240328678,0.4845403068916428,0.1006623703547428,5.1836718876021824e-05,0.2736286921449115,0.03703161655309552,S02,라이징 스타,Stable,S02,라이징 스타,Stable
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,0,1,1,0.6666666666666666,0.6666666666666666,0.0,0.25,0.0,0.6666666666666666,0.06666666666666667,0.5,0.3333333333333333,0.2932596103212217,0.5,0.25,0.25,0.1111111111111111,0.2666666666666667,0.7416666666666667,0.31666666666666665,0.5326961558715113,0.37777777777777777,0.4733333333333334,0.45,0.7333333333333333,0.3666666666666667,1.0,0.0005588902006342229,0.06459892396956296,0.0009214541617715047,0.007992412434078272,0.001697758522609698,0.004414366874544829,0.0034956910699347555,0.05943387918926068,0.0015192210764878368,0.8553674025011153,N03,신규 부모,Neutral,N01,현상 유지자,Neutral
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,1,1,1,1.0,0.0,0.0,0.025,1.0,0.6666666666666666,0.0,0.5,0.3333333333333333,0.17972617166929963,0.14285714285714285,0.25,0.4,0.3333333333333333,0.7000000000000001,0.5541666666666667,0.2833333333333333,0.7209666741894232,0.3033333333333334,0.4285714285714286,0.5833333333333334,0.8047619047619048,0.06666666666666668,0.8,0.11835860777428138,0.027533012286451438,0.0018350145271150238,0.14596776457087143,0.0022412918046822725,0.007841525155162581,0.03685725203895458,0.3374232619450046,0.00021021714293608556,0.3217320527545405,N01,현상 유지자,Neutral,N03,신규 부모,Neutral
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,0,0,1,0.3333333333333333,1.0,0.0,0.175,0.3333333333333333,0.6666666666666666,0.4,0.3333333333333333,0.3333333333333333,0.48788836229594523,0.5,0.5,0.375,0.2222222222222222,0.30000000000000004,0.6791666666666667,0.5333333333333334,0.5048446550816219,0.3755555555555556,0.33999999999999997,0.3666666666666667,0.7333333333333333,0.2666666666666667,0.5,0.006524428856311245,0.28922938252356145,0.06728159693979079,0.05060244870966087,0.013889164077272134,0.009733304105848493,0.012707852181876835,0.49714749421375415,0.004674957559158146,0.048209370832765705,N01,현상 유지자,Neutral,P04,저평가된 전문가,High
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,0,0,1,0.0,0.6666666666666666,1.0,0.325,0.6666666666666666,1.0,0.26666666666666666,0.5,0.3333333333333333,0.22822538177988416,0.6428571428571429,0.25,0.35,0.0,0.3666666666666667,0.4375,0.4166666666666667,0.5015669901451892,0.47000000000000003,0.8219047619047619,0.18333333333333335,0.40476190476190477,0.6,0.5,0.00820137308788394,0.016653741790287092,0.013521778258941842,0.0316046677970073,0.0230492890080077,0.7779657829094005,0.0013112334467957198,0.012004168577776395,0.08457467934807547,0.031113285775823927,S02,라이징 스타,Stable,S02,라이징 스타,Stable
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,0,1,1,1.0,1.0,0.0,0.05,0.3333333333333333,1.0,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.07198525539757768,0.14285714285714285,0.0,0.05,0.1111111111111111,0.1,0.675,0.4,0.7140630406981119,0.2177777777777778,0.37523809523809526,0.5333333333333333,0.8047619047619048,0.2,1.0,9.851569703534744e-05,0.03095271190004123,0.0019787406703170424,0.04574539012023371,0.0003198952741741909,0.0015447183092942016,0.007506684952885631,0.1133045883859399,0.00026779342906916155,0.7982809612610097,N03,신규 부모,Neutral,N01,현상 유지자,Neutral
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,0,0,1,0.6666666666666666,0.3333333333333333,0.0,0.1,0.3333333333333333,0.0,0.06666666666666667,0.3333333333333333,0.0,0.2283833596629805,0.14285714285714285,0.25,0.175,0.8888888888888888,0.33333333333333337,0.8500000000000001,0.43333333333333335,0.7015037989919508,0.13222222222222224,0.40190476190476193,0.31666666666666665,0.9714285714285715,0.4,0.5,0.001220316868863534,0.21395746215029718,0.0033171651695937843,0.04846370707959847,0.000163327064562304,0.0024225600170416583,0.0010329759280687174,0.7205846774949969,0.002376852706358761,0.0064609555206187165,N01,현상 유지자,Neutral,N01,현상 유지자,Neutral
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,0,0,1,0.0,0.6666666666666666,0.0,0.025,0.6666666666666666,0.6666666666666666,0.0,0.5,0.6666666666666666,0.09573459715639811,0.07142857142857142,0.0,0.025,0.1111111111111111,0.4666666666666667,0.6541666666666667,0.21666666666666667,0.7331347325660122,0.19777777777777777,0.4142857142857143,0.26666666666666666,0.6523809523809524,0.16666666666666669,0.5,0.03266625919134372,0.21301076752457335,0.002681409840769372,0.46919730605108945,0.0022198815249076624,0.019346919200991096,0.0044208974399411035,0.20924076473818057,0.0016263572796817944,0.04558943720852195,P04,저평가된 전문가,High,P02,온보딩에 실패한 직원,High
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,0,0,0,0.0,0.6666666666666666,0.0,0.125,1.0,1.0,0.26666666666666666,0.3333333333333333,0.6666666666666666,0.9970510795155345,0.14285714285714285,1.0,0.7,0.4444444444444444,0.4666666666666667,0.4375,0.4,0.5440367110509291,0.44111111111111106,0.32190476190476197,0.4666666666666667,0.6380952380952382,0.0,0.2,0.08285403500189287,0.06189341411774711,0.042538679950897385,0.1796087526885141,0.06416929913047988,0.019481424027393016,0.08285403500189287,0.46006425268073253,0.0007791231007840732,0.005756984299666316,N01,현상 유지자,Neutral,P04,저평가된 전문가,High
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,0,1,1,1.0,0.6666666666666666,0.0,0.25,0.0,0.3333333333333333,0.0,0.8333333333333334,0.6666666666666666,0.11174302264349657,0.14285714285714285,0.0,0.25,0.1111111111111111,0.16666666666666669,0.8083333333333333,0.11666666666666667,0.6981599337997444,0.37777777777777777,0.4285714285714286,0.6666666666666667,0.6380952380952382,0.43333333333333335,1.0,0.00018962761753213623,0.11604448732268077,0.00011501496396150152,0.03856093177158282,0.00156583319208602,0.002602193078887898,0.028143233771039465,0.02114900113264571,0.002729104760845678,0.7889005723887379,N03,신규 부모,Neutral,N03,신규 부모,Neutral
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,0,0,0,0.0,0.6666666666666666,1.0,0.025,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.08125329120589785,1.0,0.0,0.025,0.1111111111111111,0.3666666666666667,0.6541666666666667,0.16666666666666669,0.36749868351764087,0.19777777777777777,1.0,0.26666666666666666,0.16666666666666669,0.6666666666666666,0.2,0.0016560083128066855,0.029353449693164616,0.0002241163540558781,0.001669844059077883,0.00030590557192675984,0.932382752561852,0.000609211412690586,0.0002241163540558781,0.03326181611198439,0.0003127795683853763,S02,라이징 스타,Stable,S02,라이징 스타,Stable
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,1,1,1,0.6666666666666666,0.3333333333333333,0.0,0.075,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1826224328593997,0.5714285714285714,0.0,0.175,0.4444444444444444,0.7333333333333333,0.7625,0.2666666666666667,0.4983795982848116,0.2111111111111111,0.5142857142857143,0.5333333333333333,0.5523809523809524,0.30000000000000004,0.8,0.20744058190850923,0.27769172987554464,0.001950680487695234,0.01979258942009058,0.0011192096025809044,0.023205022816249563,0.028074029907355868,0.033964679176579006,0.0027223939260004604,0.4040390828793945,N03,신규 부모,Neutral,P02,온보딩에 실패한 직원,High
